Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
42501;Raspail - Albert Schweitzer;OUI;28;10;18;12;6;OUI;OUI;2020-12-07T13:26:45+01:00;48.81031545,2.34395871;Gentilly;
15311;Quai du Président Roosevelt - Pont Aval;OUI;30;0;30;26;4;OUI;OUI;2020-12-07T13:23:34+01:00;48.8343883676,2.26568207145;Paris;
35001;Jean Jaurès - Ouvrières Pivéreuses;OUI;20;19;1;1;0;OUI;OUI;2020-12-07T13:26:17+01:00;48.9104234375,2.39957660437;Pantin;
22015;Île de la Jatte;OUI;23;14;9;3;6;OUI;OUI;2020-12-07T13:26:39+01:00;48.8940361613,2.26663392037;Neuilly-sur-Seine;
43001;Paris - Laitières;OUI;22;18;4;2;2;OUI;OUI;2020-12-07T13:25:41+01:00;48.8463027415,2.42075532675;Vincennes;
12018;Saint-Mandé - Fabre d'Eglantine;OUI;34;32;2;1;1;OUI;OUI;2020-12-07T13:23:08+01:00;48.8453579,2.3965022;Paris;
13106;Bobillot - Paulin Mery;OUI;23;21;1;1;0;OUI;OUI;2020-12-07T13:26:11+01:00;48.8298998417,2.35433567667;Paris;
17111;Lemercier - Cardinet;OUI;24;19;3;2;1;OUI;OUI;2020-12-07T13:26:25+01:00;48.8900971689,2.3173776269;Paris;
21217;Louis Rolland - République;OUI;26;25;1;0;1;OUI;OUI;2020-12-07T13:23:37+01:00;48.8171088974,2.3193106435;Montrouge;
44005;Place Saint-Just;OUI;22;13;9;7;2;OUI;OUI;2020-12-07T13:25:44+01:00;48.7903795187,2.38952267915;Vitry-sur-Seine;
9114;Faubourg Poissonnière - Dunkerque;OUI;30;25;5;2;3;OUI;OUI;2020-12-07T13:24:33+01:00;48.8808834454,2.34993427992;Paris;
51002;Placette Grégoire Collas;OUI;25;23;2;2;0;OUI;OUI;2020-12-07T13:24:47+01:00;48.94342014,2.24874760956;Argenteuil;
15062;Convention - Lourmel;OUI;36;17;19;15;4;OUI;OUI;2020-12-07T13:26:21+01:00;48.8420550417,2.28599108756;Paris;
32601;Porte des Lilas - Faidherbe;OUI;39;36;2;1;1;OUI;OUI;2020-12-07T13:26:22+01:00;48.8786185567,2.41203278303;Les Lilas;
12007;Gare de Lyon - Chalon;OUI;35;11;24;21;3;OUI;OUI;2020-12-07T13:25:59+01:00;48.8456661942,2.37414523959;Paris;
15102;Square Bela Bartok;OUI;24;6;18;12;6;OUI;OUI;2020-12-07T13:23:50+01:00;48.8512015683,2.28465367109;Paris;
25001;Colmar - Victor Hugo;OUI;32;22;10;8;2;OUI;OUI;2020-12-07T13:22:54+01:00;48.886522511,2.1739609167;Rueil-Malmaison;
10151;Gare du Nord - Faubourg Saint-Denis;OUI;32;32;0;0;0;OUI;OUI;2020-12-07T13:26:49+01:00;48.8796127655,2.35684029758;Paris;
10105;Mazagran - Bonne Nouvelle;OUI;25;18;7;6;1;OUI;OUI;2020-12-07T13:24:55+01:00;48.8700471237,2.35112484545;Paris;
6012;Saint-Germain - Ciseaux;OUI;18;7;10;7;3;OUI;OUI;2020-12-07T13:26:04+01:00;48.8533052776,2.33446546188;Paris;
44101;Place Mongolfier;OUI;39;3;36;32;4;OUI;OUI;2020-12-07T13:24:22+01:00;48.8151600301,2.45928794146;Saint-Maurice;
9102;Londres - Place d'Estienne d'Orves;OUI;25;8;16;13;3;OUI;OUI;2020-12-07T13:26:42+01:00;48.8766938058,2.33053620905;Paris;
13032;Italie - Jardin Joan Miro;OUI;26;22;4;0;4;OUI;OUI;2020-12-07T13:26:42+01:00;48.8199091405,2.3592948541;Paris;
21319;Esplanade du Foncet - Camille Desmoulins;OUI;28;0;28;26;2;OUI;OUI;2020-12-07T13:26:02+01:00;48.8270902335,2.2606857866;Issy-les-Moulineaux;
8037;Monceau - Malesherbes;OUI;38;26;12;9;3;OUI;OUI;2020-12-07T13:25:30+01:00;48.8795079,2.3145456;Paris;
13009;Auguste Blanqui - Corvisart;OUI;26;20;6;5;1;OUI;OUI;2020-12-07T13:25:27+01:00;48.8300989,2.3502726;Paris;
22303;Lucien Lanternier - Le Luth;OUI;27;26;1;1;0;OUI;OUI;2020-12-07T13:20:08+01:00;48.9315943056,2.28897839785;Gennevilliers;
18044;Clichy - Douai;OUI;32;29;3;1;2;OUI;OUI;2020-12-07T13:26:16+01:00;48.8841183189,2.32872873545;Paris;
24003;Place Charles de Gaulle;OUI;28;10;18;9;9;OUI;OUI;2020-12-07T13:18:51+01:00;48.8966431015,2.25257009268;Courbevoie;
9006;Dunkerque - Trudaine;OUI;16;15;1;0;1;OUI;OUI;2020-12-07T13:19:55+01:00;48.8821516677,2.34632536769;Paris;
92001;Mairie de quartier du Plateau - Mont-Valérien;OUI;20;17;3;0;3;OUI;OUI;2020-12-07T13:24:59+01:00;48.8799933,2.2072437;Nanterre;
12038;Picpus - Louis Braille;OUI;44;40;4;2;2;OUI;OUI;2020-12-07T13:22:34+01:00;48.8399887889,2.40052566855;Paris;
23004;Paul Vaillant-Couturier - Victor Hugo;OUI;36;20;16;14;2;OUI;OUI;2020-12-07T13:22:47+01:00;48.8981970226,2.29384801797;Levallois-Perret;
21314;Chemin de Bretagne;OUI;29;5;24;17;7;OUI;OUI;2020-12-07T13:22:00+01:00;48.825147,2.25936;Issy-les-Moulineaux;
16002;Pergolèse - Malakoff;OUI;38;5;4;4;0;OUI;OUI;2020-12-07T13:26:19+01:00;48.8752108878,2.28427816182;Paris;
92006;Place Nelson Mandela;OUI;30;24;6;1;5;OUI;OUI;2020-12-07T13:23:11+01:00;48.8978743182,2.21828207374;Nanterre;
17107;Berthier - Place Stuart Merril;OUI;37;36;1;0;1;OUI;OUI;2020-12-07T13:25:40+01:00;48.8859279224,2.29334503412;Paris;
31005;Square Denise Buisson;OUI;45;44;1;0;1;OUI;OUI;2020-12-07T13:24:40+01:00;48.8562322731,2.42643624544;Montreuil;
18007;Goutte d'or - Barbès;OUI;20;17;3;2;1;OUI;OUI;2020-12-07T13:20:43+01:00;48.8851243236,2.34969623387;Paris;
5024;Place Monge;OUI;21;17;4;4;0;OUI;OUI;2020-12-07T13:21:45+01:00;48.8427618031,2.35240794718;Paris;
19128;Quai de l'Oise - Aisne;OUI;30;28;1;0;1;OUI;OUI;2020-12-07T13:25:38+01:00;48.8906231,2.3833701;Paris;
12155;Rottembourg - Général Michel Bizot;OUI;43;42;1;1;0;OUI;OUI;2020-12-07T13:25:57+01:00;48.8378782599,2.40440525115;Paris;
22408;Place du 14 Juillet;OUI;22;19;3;3;0;OUI;OUI;2020-12-07T13:19:05+01:00;48.8192669595,2.30119988322;Malakoff;
2108;Vivienne - Montmartre;OUI;39;9;29;19;10;OUI;OUI;2020-12-07T13:24:37+01:00;48.8713475974,2.34145883471;Paris;
18006;Square Louise Michel;OUI;36;34;1;0;1;OUI;OUI;2020-12-07T13:23:48+01:00;48.8846873545,2.34413869679;Paris;
10021;Marché Saint-Quentin;OUI;15;15;0;0;0;OUI;OUI;2020-12-07T13:24:11+01:00;48.8773560577,2.35451144564;Paris;
21401;Mairie de Clamart;OUI;33;28;5;0;5;OUI;OUI;2020-12-07T13:24:52+01:00;48.800612,2.262151;Clamart;
12028;Vivaldi - Antoine-Julien Hénard;OUI;27;26;1;1;0;OUI;OUI;2020-12-07T13:26:36+01:00;48.8419236633,2.38972897947;Paris;
18038;Rond-Point de la Chapelle;OUI;49;44;4;0;4;OUI;OUI;2020-12-07T13:22:40+01:00;48.8951266093,2.35997110605;Paris;
9034;Godot de Mauroy - Madeleine;OUI;22;3;18;13;5;OUI;OUI;2020-12-07T13:22:13+01:00;48.869789,2.326347;Paris;
15005;Place Jacques et Thérèse Tréfouël;OUI;43;33;10;4;6;OUI;OUI;2020-12-07T13:21:11+01:00;48.8427264983,2.31256574392;Paris;
5115;Buffon - Jardin des Plantes;OUI;30;14;15;15;0;OUI;OUI;2020-12-07T13:21:15+01:00;48.8426684661,2.36185871065;Paris;
13044;Place Jeanne d'Arc;OUI;36;34;2;0;2;OUI;OUI;2020-12-07T13:23:55+01:00;48.829575,2.369126;Paris;
4104;Sebastopol - Rambuteau;OUI;16;3;10;6;4;OUI;OUI;2020-12-07T13:22:43+01:00;48.8618180927,2.3501381278;Paris;
17108;Bessières - Porte de Clichy;OUI;33;20;13;12;1;OUI;OUI;2020-12-07T13:23:48+01:00;48.8961176245,2.31790903956;Paris;
41211;Louis Xavier de Ricard - Ancienne Mairie;OUI;34;32;1;1;0;OUI;OUI;2020-12-07T13:22:58+01:00;48.8462989907,2.47242037207;Fontenay-sous-Bois;
4020;Place Edmond Michelet;OUI;23;13;9;5;4;OUI;OUI;2020-12-07T13:26:51+01:00;48.8601348905,2.3500636965;Paris;
44011;Lebrun - Colonel Fabien;OUI;27;26;2;1;1;OUI;OUI;2020-12-07T13:25:54+01:00;48.7826687073,2.38131780177;Vitry-sur-Seine;
15022;Emile Zola - Fondary;OUI;42;28;14;12;2;OUI;OUI;2020-12-07T13:23:33+01:00;48.8470511431,2.29534059763;Paris;
4010;Saint-Antoine Sévigné;OUI;26;6;20;19;1;OUI;OUI;2020-12-07T13:24:59+01:00;48.8550222,2.3612322;Paris;
16001;Portugais - Kléber;OUI;26;13;12;5;7;OUI;OUI;2020-12-07T13:25:44+01:00;48.8712148,2.2937349;Paris;
7109;Place Joffre - Frédéric le Play;OUI;38;14;23;17;6;OUI;OUI;2020-12-07T13:26:31+01:00;48.8537544869,2.30442423373;Paris;
33015;Charles Tillon - Cimetière Communal;OUI;31;27;4;2;2;OUI;OUI;2020-12-07T13:18:27+01:00;48.9184402364,2.39356309175;Aubervilliers;
21707;Square Etienne Jarousse;OUI;25;25;0;0;0;OUI;OUI;2020-12-07T13:19:02+01:00;48.824851826,2.29259334505;Vanves;
35006;Delizy - Louis Nadot;OUI;23;7;16;5;11;OUI;OUI;2020-12-07T13:21:43+01:00;48.8962128456,2.40945786238;Pantin;
4019;Cloître Saint-Merri - Renard;OUI;32;6;26;19;7;OUI;OUI;2020-12-07T13:22:06+01:00;48.8588354489,2.35182791948;Paris;
15011;Cambronne - Villa Croix Nivert;OUI;62;58;4;1;3;OUI;OUI;2020-12-07T13:21:27+01:00;48.8458475614,2.30175744742;Paris;
21315;Jules Guesdes - Général de Gaulle;OUI;24;24;0;0;0;OUI;OUI;2020-12-07T13:26:45+01:00;48.8193058129,2.27893419564;Issy-les-Moulineaux;
1021;Halles - Bourdonnais;OUI;20;1;16;10;6;OUI;OUI;2020-12-07T13:26:30+01:00;48.8604489926,2.3460162431;Paris;
2112;Bibliothèque Nationale;OUI;17;5;11;9;2;OUI;OUI;2020-12-07T13:23:59+01:00;48.8682889935,2.33808930963;Paris;
44016;Balzac - Olympes de Gouges;OUI;28;14;13;8;5;OUI;OUI;2020-12-07T13:26:32+01:00;48.7785033249,2.400678657;Vitry-sur-Seine;
6022;Marché Saint-Germain;OUI;21;1;19;12;7;OUI;OUI;2020-12-07T13:25:33+01:00;48.8516562586,2.33550030738;Paris;
17119;Toqueville - Cardinet;OUI;33;27;6;2;4;OUI;OUI;2020-12-07T13:24:49+01:00;48.8849018711,2.31093931943;Paris;
15006;Cherche-Midi - Hôpital Necker;OUI;38;25;13;12;1;OUI;OUI;2020-12-07T13:24:42+01:00;48.8446106331,2.3179140687;Paris;
18041;Rochechouart - Martyrs;OUI;20;18;2;0;2;OUI;OUI;2020-12-07T13:26:29+01:00;48.8821937796,2.34054956585;Paris;
21402;Place Aimé Césaire;OUI;27;22;5;0;5;OUI;OUI;2020-12-07T13:26:12+01:00;48.7831947131,2.24291279912;Clamart;
7017;La Motte-Picquet - La Tour Maubourg;OUI;40;2;38;32;6;OUI;OUI;2020-12-07T13:26:31+01:00;48.8572316,2.3094136;Paris;
15129;Hôpital Necker;OUI;40;7;33;21;12;OUI;OUI;2020-12-07T13:26:33+01:00;48.8460434901,2.31324501336;Paris;
4021;Centre Georges Pompidou;OUI;26;4;22;12;10;OUI;OUI;2020-12-07T13:25:47+01:00;48.861419,2.352581;Paris;
21303;Jean Monnet - Iles;OUI;32;6;26;26;0;OUI;OUI;2020-12-07T13:26:15+01:00;48.8233939841,2.24970731949;Issy-les-Moulineaux;
15071;Suffren - Champ de Mars;OUI;23;8;15;10;5;OUI;OUI;2020-12-07T13:21:23+01:00;48.8547194,2.2952168;Paris;
11001;Richard Lenoir - Place de la Bastille;OUI;53;8;44;40;4;OUI;OUI;2020-12-07T13:26:49+01:00;48.8538327,2.3697222;Paris;
33016;Fort d'Aubervilliers;OUI;22;12;10;7;3;OUI;OUI;2020-12-07T13:25:55+01:00;48.9150238237,2.4035281688;Aubervilliers;
15127;Place Charles Michels;OUI;37;0;37;35;2;OUI;OUI;2020-12-07T13:24:46+01:00;48.846401,2.28502;Paris;
12005;Crozatier - Faubourg Saint-Antoine;OUI;29;6;23;16;7;OUI;OUI;2020-12-07T13:26:43+01:00;48.8504400134,2.37890136621;Paris;
15036;Croix Nivert - Square Saint-Lambert;OUI;47;26;21;16;5;OUI;OUI;2020-12-07T13:18:26+01:00;48.8430515216,2.29520045221;Paris;
27005;Gare du Stade;OUI;20;7;12;8;4;OUI;OUI;2020-12-07T13:26:27+01:00;48.9312676,2.2603778;Colombes;
14032;Mairie du 14ème;OUI;32;30;1;0;1;OUI;OUI;2020-12-07T13:25:44+01:00;48.8325457812,2.32549231499;Paris;
17123;Mstislav Rostropovitch - Berthier;OUI;18;11;7;4;3;OUI;OUI;2020-12-07T13:19:16+01:00;48.8921208212,2.30923410505;Paris;
20105;Benoît Frachon - République;OUI;30;22;8;7;1;OUI;OUI;2020-12-07T13:23:45+01:00;48.8523072901,2.41560548544;Paris;
12026;Place Ginette Hamelin;OUI;51;12;39;36;3;OUI;OUI;2020-12-07T13:25:56+01:00;48.837853,2.382064;Paris;
33103;Jean Jaurès - Jules Jacquemin;OUI;24;23;1;1;0;OUI;OUI;2020-12-07T13:22:13+01:00;48.884330536,2.40829024552;Le Pré-Saint-Gervais;
21501;Pont de Suresnes;OUI;52;9;43;32;11;OUI;OUI;2020-12-07T13:26:51+01:00;48.8674150923,2.22589466796;Suresnes;
18039;Jardins d'Eole;OUI;20;17;3;1;2;OUI;OUI;2020-12-07T13:24:04+01:00;48.8869703,2.3668488;Paris;
17106;Berthier - Porte de Clichy;NON;0;0;0;0;0;NON;NON;2019-02-14T10:23:11+01:00;48.8943023236,2.31256279563;Paris;
14031;Didot - Place de Moro-Giafferi;OUI;22;21;1;0;1;OUI;OUI;2020-12-07T13:25:30+01:00;48.8337,2.3215;Paris;
18030;Joseph Dijon - Ornano;OUI;37;33;3;0;3;OUI;OUI;2020-12-07T13:26:22+01:00;48.8937445335,2.3476678133;Paris;
16019;Porte de la Muette;OUI;36;34;2;1;1;OUI;OUI;2020-12-07T13:19:12+01:00;48.8630231784,2.26871881702;Paris;
13516;Glacière - Soeur Catherine Marie;OUI;40;40;0;0;0;OUI;OUI;2020-12-07T13:25:44+01:00;48.8295229894,2.34357040375;Paris;
33012;Landy - Heurtault;OUI;30;28;2;2;0;OUI;OUI;2020-12-07T13:18:12+01:00;48.9150965345,2.37595137209;Aubervilliers;
14137;Maurice d'Ocagne - General Maudhuy;OUI;30;22;7;5;2;OUI;OUI;2020-12-07T13:25:25+01:00;48.8241428252,2.31587894261;Paris;
10019;Paradis - Hauteville;OUI;31;12;18;15;3;OUI;OUI;2020-12-07T13:25:29+01:00;48.8749999547,2.35227574019;Paris;
9011;Geoffroy - Marie;OUI;20;1;18;15;3;OUI;OUI;2020-12-07T13:26:48+01:00;48.8737819406,2.34451387634;Paris;
13018;Bruant - Vincent Auriol;OUI;25;4;20;19;1;OUI;OUI;2020-12-07T13:25:35+01:00;48.8348484529,2.36682649963;Paris;
13025;Place de Rungis;OUI;32;27;5;3;2;OUI;OUI;2020-12-07T13:26:42+01:00;48.8224559476,2.34738272948;Paris;
23102;Hôtel de Ville;OUI;32;24;8;6;2;OUI;OUI;2020-12-07T13:18:34+01:00;48.8243635613,2.21310473979;Sèvres;
12035;Madagascar - Meuniers;OUI;33;25;8;7;1;OUI;OUI;2020-12-07T13:23:00+01:00;48.8346046447,2.3970650509;Paris;
14011;Place des Droits de l'Enfant;OUI;24;23;1;0;1;OUI;OUI;2020-12-07T13:23:14+01:00;48.8274804,2.3319217;Paris;
15039;Abbé Groult - Convention;OUI;12;11;1;1;0;OUI;OUI;2020-12-07T13:26:26+01:00;48.8359692787,2.30206403951;Paris;
41203;Stalingrad - Rigollots;OUI;20;20;0;0;0;OUI;OUI;2020-12-07T13:22:37+01:00;48.8499740384,2.45557576418;Fontenay-sous-Bois;
1003;Saint-Denis - Rivoli;OUI;43;4;36;29;7;OUI;OUI;2020-12-07T13:24:46+01:00;48.8590593408,2.34769430012;Paris;
17009;Paul Bodin - Clichy;OUI;34;29;5;4;1;OUI;OUI;2020-12-07T13:24:18+01:00;48.8923961462,2.31714259833;Paris;
8116;Champs-Elysees - Bassano;OUI;25;3;22;12;10;OUI;OUI;2020-12-07T13:26:47+01:00;48.8718118078,2.30023898184;Paris;
15008;Sèvres - Lecourbe;OUI;62;38;24;18;6;OUI;OUI;2020-12-07T13:26:48+01:00;48.8447677,2.3110086;Paris;
51001;Gare d'Argenteuil;OUI;40;20;20;15;5;OUI;OUI;2020-12-07T13:25:50+01:00;48.9470224368,2.2568981722;Argenteuil;
18026;Ruisseau - Ordener;OUI;35;30;3;1;2;OUI;OUI;2020-12-07T13:26:32+01:00;48.8929946257,2.34014488757;Paris;
8027;Mairie du 8ème;OUI;14;1;13;5;8;OUI;OUI;2020-12-07T13:25:03+01:00;48.877932,2.318264;Paris;
5007;Ecoles - Carmes;OUI;36;2;33;23;10;OUI;OUI;2020-12-07T13:26:50+01:00;48.848904448,2.34734863043;Paris;
20015;Bagnolet - Orteaux;OUI;36;36;0;0;0;OUI;OUI;2020-12-07T13:24:53+01:00;48.8570864103,2.39841252565;Paris;
16105;Crevaux - Bugeaud;OUI;31;28;3;2;1;OUI;OUI;2020-12-07T13:23:38+01:00;48.8708094287,2.28114900769;Paris;
12101;Charenton - Prague;OUI;26;4;22;17;5;OUI;OUI;2020-12-07T13:26:14+01:00;48.84817513,2.37635844943;Paris;
16012;Flandrin - Longchamp;OUI;42;42;0;0;0;NON;NON;2020-09-24T22:25:34+02:00;48.8687784918,2.27435453918;Paris;
3102;Bourg l'Abbé - Saint-Martin;OUI;42;29;11;10;1;OUI;OUI;2020-12-07T13:22:37+01:00;48.8639333195,2.3524062708;Paris;
16036;Porte Molitor;OUI;60;15;45;41;4;OUI;OUI;2020-12-07T13:26:31+01:00;48.8452476351,2.25690152496;Paris;
9007;Condorcet - Turgot;OUI;20;17;3;0;3;OUI;OUI;2020-12-07T13:25:46+01:00;48.8798515579,2.34523236752;Paris;
42505;Charles Frérot - Albert Guilpin;OUI;30;10;19;16;3;OUI;OUI;2020-12-07T13:22:54+01:00;48.8155839184,2.35050290823;Gentilly;
41403;Gare RER - Malleret-Joinville;OUI;20;8;12;8;4;OUI;OUI;2020-12-07T13:22:27+01:00;48.802936,2.42531;Alfortville;
18139;Poissonniers - Championnet;OUI;28;24;8;7;1;OUI;OUI;2020-12-07T13:22:16+01:00;48.8954329973,2.35301781446;Paris;
13123;Bibliothèque Nationale de France;OUI;42;1;39;37;2;OUI;OUI;2020-12-07T13:25:21+01:00;48.8350268238,2.3760157451;Paris;
12036;Reuilly - Place Felix Eboue;OUI;42;40;2;1;1;OUI;OUI;2020-12-07T13:26:37+01:00;48.840302745,2.39463039872;Paris;
33014;Parc Eli Lotar;OUI;20;10;12;6;6;OUI;OUI;2020-12-07T13:22:27+01:00;48.9184499305,2.37270858139;Aubervilliers;
8044;Alfred de Vigny - Place du Général Brocard;OUI;33;20;13;9;4;OUI;OUI;2020-12-07T13:25:17+01:00;48.8783613836,2.30525444822;Paris;
17024;Villiers - Batignolles;OUI;23;18;5;1;4;OUI;OUI;2020-12-07T13:25:58+01:00;48.8812525385,2.31653843075;Paris;
12015;Place de la Nation - Picpus;OUI;36;34;2;2;0;OUI;OUI;2020-12-07T13:26:36+01:00;48.8468216815,2.40011304617;Paris;
13052;Leredde - Tolbiac;OUI;44;29;14;7;7;OUI;OUI;2020-12-07T13:25:12+01:00;48.8288762966,2.37443827093;Paris;
15001;Gare Montparnasse - Arrivée;OUI;43;25;18;14;4;OUI;OUI;2020-12-07T13:25:17+01:00;48.8438279943,2.32258111238;Paris;
11011;Richard Lenoir - Voltaire;OUI;25;14;9;3;6;OUI;OUI;2020-12-07T13:23:32+01:00;48.8616427388,2.3727491498;Paris;
19110;Square Claude Bernard;OUI;30;0;30;24;6;OUI;OUI;2020-12-07T13:25:21+01:00;48.8987601622,2.37532574683;Paris;
15018;Dutot - Place Alleray;OUI;56;53;3;2;1;OUI;OUI;2020-12-07T13:26:24+01:00;48.8368260918,2.30717010956;Paris;
3008;Perle - Vieille du Temple;OUI;36;7;27;23;4;OUI;OUI;2020-12-07T13:26:41+01:00;48.8601346,2.3611206;Paris;
41401;Marne - Charles de Gaulle;OUI;27;19;8;5;3;OUI;OUI;2020-12-07T13:24:51+01:00;48.8150717195,2.41216689348;Alfortville;
48004;Maxime Gorki - Louis Aragon;OUI;20;20;0;0;0;OUI;OUI;2020-12-07T13:23:19+01:00;48.7890981473,2.36838787794;Villejuif;
6002;Saint-Benoît - Jacob;OUI;23;1;22;17;5;OUI;OUI;2020-12-07T13:25:45+01:00;48.8554513601,2.33347222209;Paris;
4006;Bourdon - Pont Morland;OUI;52;20;30;25;5;OUI;OUI;2020-12-07T13:26:28+01:00;48.8478103,2.3659356;Paris;
20044;Davout - Volga;OUI;28;28;0;0;0;OUI;OUI;2020-12-07T13:21:26+01:00;48.85291968,2.41052290978;Paris;
8117;Place de la Madeleine - Royale;OUI;26;3;23;17;6;OUI;OUI;2020-12-07T13:26:30+01:00;48.8692280526,2.32442110777;Paris;
11033;Bréguet - Sabin;OUI;33;15;17;13;4;OUI;OUI;2020-12-07T13:26:24+01:00;48.8569316783,2.37067494621;Paris;
16037;Molitor - Michel-Ange;OUI;53;26;27;16;11;OUI;OUI;2020-12-07T13:25:29+01:00;48.8451820815,2.26211277357;Paris;
16005;Raymond Poincaré - Place Victor Hugo;OUI;25;23;2;1;1;OUI;OUI;2020-12-07T13:25:24+01:00;48.8703061244,2.28507454142;Paris;
18004;Place des Abbesses;OUI;12;9;3;2;1;OUI;OUI;2020-12-07T13:25:40+01:00;48.8845427261,2.33868677169;Paris;
20022;Porte de Bagnolet;OUI;33;30;2;0;2;OUI;OUI;2020-12-07T13:24:36+01:00;48.8647071391,2.40834463735;Paris;
7012;Cité Vaneau;OUI;26;5;21;14;7;OUI;OUI;2020-12-07T13:24:06+01:00;48.8542210666,2.31961492449;Paris;
14026;Plantes - Moulin Vert;OUI;45;45;0;0;0;OUI;OUI;2020-12-07T13:23:57+01:00;48.8300575531,2.32323020697;Paris;
9009;Square Montholon;OUI;21;15;5;2;3;OUI;OUI;2020-12-07T13:26:19+01:00;48.8766203775,2.34576411545;Paris;
8031;Jean Mermoz - Champs-Elysées;OUI;33;1;32;23;9;OUI;OUI;2020-12-07T13:25:38+01:00;48.8696898569,2.31073245406;Paris;
14103;Maine - Liancourt;OUI;27;25;2;1;1;OUI;OUI;2020-12-07T13:22:32+01:00;48.835064364,2.32373144997;Paris;
26004;Gare RER les Grésillons;OUI;22;8;14;13;1;OUI;OUI;2020-12-07T13:25:34+01:00;48.9198986336,2.31458459136;Asnières-sur-Seine;
18034;Leibniz - Jean Dollfus;OUI;32;13;19;18;1;OUI;OUI;2020-12-07T13:26:04+01:00;48.8963283485,2.33339042383;Paris;
1020;Cambon - Rivoli;OUI;40;6;32;16;16;OUI;OUI;2020-12-07T13:22:42+01:00;48.866143391,2.32518006471;Paris;
9037;Parme - Clichy;OUI;24;23;1;1;0;OUI;OUI;2020-12-07T13:24:23+01:00;48.8812664242,2.32819709345;Paris;
1006;Grande Truanderie - Saint-Denis;OUI;33;8;24;20;4;OUI;OUI;2020-12-07T13:25:35+01:00;48.8626302,2.3498075;Paris;
12156;Niger - Soult;OUI;24;15;8;3;5;OUI;OUI;2020-12-07T13:25:21+01:00;48.8436990637,2.41036123722;Paris;
6010;Chevreuse - Montparnasse;OUI;15;12;3;2;1;OUI;OUI;2020-12-07T13:22:46+01:00;48.8417391612,2.33155221674;Paris;
3010;Beaubourg - Michel-le-Comte;OUI;18;2;16;12;4;OUI;OUI;2020-12-07T13:26:18+01:00;48.8625349418,2.35431030393;Paris;
22201;Henri Ravera - Gabriel Péri;OUI;30;29;1;0;1;OUI;OUI;2020-12-07T13:25:18+01:00;48.7972227383,2.3021158576;Bagneux;
41405;Place de l'Europe;OUI;24;15;9;1;8;OUI;OUI;2020-12-07T13:26:06+01:00;48.7891370241,2.42848008871;Alfortville;
11112;Jules Vallès - Charonne;OUI;23;19;1;1;0;OUI;OUI;2020-12-07T13:25:21+01:00;48.8542843799,2.38476745784;Paris;
19010;Emile Reynaud - Porte de la Villette;OUI;22;22;1;1;0;OUI;OUI;2020-12-07T13:26:42+01:00;48.9009895363,2.38870225847;Paris;
5015;Epée de Bois - Mouffetard;OUI;63;36;27;21;6;OUI;OUI;2020-12-07T13:26:34+01:00;48.8415086904,2.35006671399;Paris;
15132;Bargue -  Dutot;OUI;21;16;5;3;2;OUI;OUI;2020-12-07T13:26:06+01:00;48.837884,2.308876;Paris;
10032;Claude Vellefaux - Hôpital Saint-Louis;OUI;32;29;3;2;1;OUI;OUI;2020-12-07T13:21:44+01:00;48.872859139,2.37007170699;Paris;
10009;Mairie du 10ème;OUI;19;12;7;2;5;OUI;OUI;2020-12-07T13:24:30+01:00;48.8720894499,2.35758259892;Paris;
45002;Roger Salengro - Général de Gaulle;OUI;27;14;13;12;1;OUI;OUI;2020-12-07T13:25:26+01:00;48.8200290104,2.48467605561;Champigny-sur-Marne;
16103;Traktir - Foch;OUI;22;8;13;6;7;OUI;OUI;2020-12-07T13:23:02+01:00;48.8727553346,2.29154978025;Paris;
16042;Murat - Porte de Saint-Cloud;OUI;38;23;15;14;1;OUI;OUI;2020-12-07T13:25:54+01:00;48.8375086262,2.25776519626;Paris;
21953;Gare de Bellevue;OUI;20;12;8;1;7;OUI;OUI;2020-12-07T13:20:08+01:00;48.8192404686,2.22953092307;Meudon;
15128;Cadix - Hameau;OUI;37;31;5;0;5;OUI;OUI;2020-12-07T13:21:03+01:00;48.8340107632,2.28951618075;Paris;
12112;Charenton - Jardiniers;OUI;31;27;4;4;0;OUI;OUI;2020-12-07T13:23:34+01:00;48.8338217729,2.39469266411;Paris;
44014;Camille Risch - Paul Armangot;OUI;25;24;1;0;1;OUI;OUI;2020-12-07T13:24:44+01:00;48.774703,2.373685;Vitry-sur-Seine;
10006;Petites Ecuries - Faubourg Saint-Denis;OUI;28;5;21;15;6;OUI;OUI;2020-12-07T13:24:59+01:00;48.8728712059,2.35421508551;Paris;
12037;Reuilly - Daumesnil;OUI;36;33;3;0;3;OUI;OUI;2020-12-07T13:26:11+01:00;48.8395385,2.3972516;Paris;
3011;Turbigo - Réaumur;OUI;31;10;21;15;6;OUI;OUI;2020-12-07T13:26:34+01:00;48.8655740475,2.35641986132;Paris;
47003;Charentonneau - Maisons Alfort;OUI;20;7;13;8;5;OUI;OUI;2020-12-07T13:19:30+01:00;48.8099329805,2.4432884565;Maisons-Alfort;
4103;Archives - Rivoli;OUI;25;4;20;15;5;OUI;OUI;2020-12-07T13:22:37+01:00;48.8573467074,2.35397670418;Paris;
